Account Number,Account Name,sku,category,quantity,unit price,ext price,date
872888,"Hettinger, Jewess and Hegmann",RU-25060,Shirt,3,58.11,174.33,2014-09-24 14:37:09
803666,Fritsch-Glover,RU-25060,Shirt,13,23.34,303.42,2014-02-27 16:28:34
786452,"Kuphal, Flatley and Casper",LK-02338,Shirt,6,98.35,590.10,2014-08-08 19:31:23
140484,Aufderhar-O'Hara,AE-95093,Shoes,11,60.87,669.57,2014-06-27 21:35:51
400974,"Schimmel, Schaefer and Treutel",GS-95639,Shoes,8,81.20,649.60,2013-12-16 22:26:09
172655,Heidenreich-VonRueden,FT-50146,Shirt,8,45.12,360.96,2014-05-16 13:21:02
194257,Kuhn PLC,AE-95093,Shoes,5,69.26,346.30,2014-09-16 19:25:33
935914,"Parker, Morar and Fritsch",LK-02338,Shirt,15,62.59,938.85,2014-02-17 16:22:52
229695,O'Kon-Bergnaum,FT-50146,Shirt,15,51.24,768.60,2014-01-05 11:43:20
004450,Beier-Bosco,HX-24728,Belt,4,61.98,247.92,2014-04-16 13:40:01
556347,"O'Connell, Huel and Kunde",QS-76400,Shirt,2,20.23,40.46,2014-09-17 21:03:01
570110,Pollich Inc,AE-95093,Shoes,10,12.54,125.40,2014-02-28 20:23:09
174018,"Sanford, Mante and Kshlerin",ZC-07383,Shirt,14,59.77,836.78,2014-04-22 19:50:23
666731,Quigley-Terry,IC-59308,Shoes,19,38.97,740.43,2014-03-17 08:44:30
428333,Corkery-Torphy,IC-59308,Shoes,5,61.69,308.45,2013-11-15 07:06:31
881248,Runolfsdottir-VonRueden,XX-25746,Belt,13,29.09,378.17,2014-07-25 03:53:14
959810,"Price, Bernhard and Bogisich",AE-95093,Shoes,3,85.24,255.72,2014-09-12 11:53:14
794594,Swift Group,GS-95639,Shoes,4,96.78,387.12,2014-07-16 14:23:41
070851,Conroy-Schaden,XX-25746,Belt,15,33.26,498.90,2014-05-26 04:29:01
513158,Rogahn-D'Amore,GS-95639,Shoes,10,88.08,880.80,2014-03-15 20:57:57
622744,Nader Group,GS-95639,Shoes,18,42.62,767.16,2014-02-09 05:08:54
105125,Becker LLC,FT-50146,Shirt,2,77.35,154.70,2014-06-07 09:34:41
361615,"Kreiger, Satterfield and Mertz",RU-25060,Shirt,10,92.49,924.90,2013-10-17 23:14:46
910373,"Harris, Gleason and Medhurst",XX-25746,Belt,12,42.78,513.36,2014-06-04 01:21:33
943137,Walter-Witting,HX-24728,Belt,17,24.41,414.97,2013-11-21 04:37:41
487807,"Osinski, Littel and Bartoletti",XX-25746,Belt,4,31.25,125.00,2014-05-06 14:18:58
335539,Price Group,HX-24728,Belt,3,91.77,275.31,2014-04-28 07:50:05
722921,Thompson-Gislason,XX-25746,Belt,6,90.73,544.38,2014-03-07 03:00:31
403847,Ankunding-McCullough,FT-50146,Shirt,2,66.15,132.30,2014-04-14 12:10:06
576212,Feest Ltd,LK-02338,Shirt,5,47.18,235.90,2014-08-02 18:22:53
200079,Cruickshank-Hamill,IC-59308,Shoes,8,99.08,792.64,2014-04-10 13:59:44
365614,"Kertzmann, Hodkiewicz and Kohler",XX-25746,Belt,20,53.87,1077.40,2013-12-28 09:40:26
434955,Ledner-Kling,HX-24728,Belt,6,73.81,442.86,2014-03-13 02:18:30
317998,"Wilderman, Stamm and Kshlerin",RU-25060,Shirt,12,84.47,1013.64,2014-06-08 17:04:40
573320,Hickle Ltd,ZC-07383,Shirt,8,46.52,372.16,2014-03-10 18:40:33
495855,Green-Koss,IC-59308,Shoes,2,98.53,197.06,2013-12-20 11:49:52
558940,Klocko Inc,XX-25746,Belt,16,47.06,752.96,2013-11-29 06:42:12
356187,"Stanton, Hills and Rolfson",FT-50146,Shirt,4,37.27,149.08,2014-02-23 04:44:14
464129,Ryan PLC,QS-76400,Shirt,3,24.32,72.96,2014-08-16 01:12:24
161076,"Wiegand, Boyle and Oberbrunner",AE-95093,Shoes,13,90.23,1172.99,2013-12-30 13:47:45
233895,Gleason-Cremin,ZC-07383,Shirt,2,19.69,39.38,2014-07-22 12:03:32
430911,Abbott PLC,IC-59308,Shoes,19,39.76,755.44,2014-03-18 16:11:54
931007,"Will, Schamberger and Wehner",HX-24728,Belt,11,46.97,516.67,2014-05-04 16:34:45
178061,"Howe, Schneider and Herzog",RU-25060,Shirt,11,15.30,168.30,2014-05-28 12:17:10
428801,Koepp-Ritchie,XX-25746,Belt,17,75.66,1286.22,2014-09-22 07:56:56
223706,"Gusikowski, Friesen and Walter",IC-59308,Shoes,1,68.69,68.69,2014-04-04 23:36:59
143282,Skiles LLC,RU-25060,Shirt,9,42.43,381.87,2014-07-21 15:40:42
579994,Weissnat Group,LK-02338,Shirt,10,82.59,825.90,2014-09-30 02:22:08
477416,Rempel Ltd,AE-95093,Shoes,10,18.62,186.20,2014-05-26 13:29:38
223656,Hoeger-Emard,RU-25060,Shirt,1,18.24,18.24,2014-05-18 17:36:13
550786,Maggio Ltd,QS-76400,Shirt,14,78.59,1100.26,2014-09-07 00:41:00
723940,Nitzsche Group,IC-59308,Shoes,11,82.37,906.07,2013-12-16 16:35:13
485244,Durgan Ltd,AE-95093,Shoes,20,97.93,1958.60,2014-04-23 21:53:55
040995,"McLaughlin, McKenzie and Kulas",HX-24728,Belt,12,14.50,174.00,2014-03-26 08:43:01
245156,Herzog-Homenick,AE-95093,Shoes,15,70.08,1051.20,2013-12-11 16:26:02
271303,Effertz-Hoppe,IC-59308,Shoes,1,29.55,29.55,2014-03-07 19:43:32
265759,Lockman-Trantow,RU-25060,Shirt,19,67.74,1287.06,2014-01-31 15:24:24
434955,Ledner-Kling,RU-25060,Shirt,11,85.05,935.55,2014-08-16 03:48:01
161076,"Wiegand, Boyle and Oberbrunner",AE-95093,Shoes,9,22.48,202.32,2014-05-28 02:36:43
327782,Wiegand-Reynolds,RU-25060,Shirt,16,65.59,1049.44,2014-01-21 06:35:59
556347,"O'Connell, Huel and Kunde",LK-02338,Shirt,2,58.27,116.54,2013-10-09 07:16:08
131776,Kuvalis Inc,RU-25060,Shirt,6,19.56,117.36,2013-11-24 06:16:00
944406,Borer Inc,AE-95093,Shoes,16,51.46,823.36,2014-07-19 21:54:20
705775,Wilderman Group,RU-25060,Shirt,12,68.76,825.12,2014-09-26 00:40:26
005971,Rogahn-Towne,LK-02338,Shirt,4,35.68,142.72,2014-04-26 14:53:49
119756,"Paucek, Schmeler and Runte",AE-95093,Shoes,11,55.05,605.55,2014-02-04 12:43:21
290386,Kreiger-O'Connell,HX-24728,Belt,3,72.55,217.65,2014-09-18 01:08:20
192686,Walter Inc,IC-59308,Shoes,4,95.98,383.92,2014-03-05 06:03:36
216813,Mraz and Sons,RU-25060,Shirt,17,42.94,729.98,2014-04-20 06:28:03
985991,"Kuvalis, Beahan and Turcotte",IC-59308,Shoes,7,11.97,83.79,2014-06-27 20:13:10
302621,Cole Group,QS-76400,Shirt,13,98.76,1283.88,2014-01-05 13:33:10
894083,Kiehn-Mueller,LK-02338,Shirt,12,94.56,1134.72,2014-04-04 23:07:26
750871,Cremin PLC,LK-02338,Shirt,12,97.82,1173.84,2014-05-28 20:02:04
369229,Bartell-Kulas,IC-59308,Shoes,3,72.86,218.58,2014-06-09 19:11:06
705775,Wilderman Group,XX-25746,Belt,20,87.45,1749.00,2014-07-21 14:35:52
606621,"Stokes, Stokes and Berge",RU-25060,Shirt,7,72.84,509.88,2014-03-21 18:27:36
442413,"Schmeler, Greenholt and Pagac",XX-25746,Belt,5,46.50,232.50,2014-07-15 00:55:28
633249,"Willms, Osinski and Reinger",AE-95093,Shoes,2,39.37,78.74,2014-08-03 00:20:26
405492,"Langosh, Schamberger and Grimes",RU-25060,Shirt,19,79.21,1504.99,2013-12-31 23:03:41
230649,Willms-Ankunding,LK-02338,Shirt,9,98.94,890.46,2014-09-29 20:28:01
947492,Ryan LLC,IC-59308,Shoes,13,30.58,397.54,2014-07-28 04:57:13
870007,"Gerhold, Denesik and Casper",RU-25060,Shirt,5,37.58,187.90,2014-01-09 09:39:13
823932,"Johns, Hermann and Wolf",QS-76400,Shirt,12,63.35,760.20,2014-01-22 09:20:45
494896,Luettgen-Johns,LK-02338,Shirt,9,34.13,307.17,2014-01-06 14:32:09
166245,Dietrich LLC,QS-76400,Shirt,15,19.65,294.75,2014-07-20 01:39:26
873289,Cartwright and Sons,LK-02338,Shirt,16,22.89,366.24,2013-10-09 01:27:15
119873,"Hane, Goldner and Deckow",IC-59308,Shoes,7,26.33,184.31,2014-08-11 17:07:45
088948,Schulist-Stokes,HX-24728,Belt,15,64.60,969.00,2014-02-17 18:52:36
172247,"Mosciski, Hansen and Grant",RU-25060,Shirt,12,13.96,167.52,2014-02-11 23:45:31
788202,"Hahn, Beahan and Heidenreich",ZC-07383,Shirt,8,94.20,753.60,2014-08-17 09:57:38
556347,"O'Connell, Huel and Kunde",HX-24728,Belt,11,92.95,1022.45,2014-04-25 04:51:16
464129,Ryan PLC,IC-59308,Shoes,8,76.22,609.76,2014-08-18 21:50:01
678977,Klocko Group,QS-76400,Shirt,12,20.48,245.76,2014-08-30 06:06:22
269278,Luettgen-Ritchie,IC-59308,Shoes,12,20.57,246.84,2014-02-18 08:52:02
726447,"Lemke, Wolff and Baumbach",QS-76400,Shirt,11,63.33,696.63,2014-04-26 23:48:15
947492,Ryan LLC,QS-76400,Shirt,14,38.41,537.74,2013-10-01 02:57:18
740191,Wiza-Langworth,GS-95639,Shoes,17,39.41,669.97,2014-06-23 18:35:15
761873,"Lesch, Von and Dooley",AE-95093,Shoes,13,50.33,654.29,2014-08-05 10:43:12
512596,Muller Ltd,RU-25060,Shirt,12,28.37,340.44,2014-07-24 07:24:13
555816,Bergnaum-Jerde,GS-95639,Shoes,11,41.01,451.11,2014-06-30 20:36:51
284002,Glover-Reilly,LK-02338,Shirt,1,62.52,62.52,2013-10-24 06:08:07
106225,Padberg-Borer,ZC-07383,Shirt,3,51.25,153.75,2014-01-06 03:01:13
880448,Pfeffer Group,AE-95093,Shoes,13,95.24,1238.12,2014-05-13 23:38:06
460436,Baumbach LLC,XX-25746,Belt,2,39.17,78.34,2013-10-29 14:33:23
668727,Schaden and Sons,IC-59308,Shoes,8,50.22,401.76,2013-10-25 17:43:22
261065,Mosciski-White,QS-76400,Shirt,5,69.10,345.50,2014-09-13 08:50:31
957040,"Bernhard, Price and Bogan",FT-50146,Shirt,5,17.18,85.90,2014-04-28 08:40:48
349982,"Miller, Bechtelar and Haley",RU-25060,Shirt,5,44.27,221.35,2014-04-24 10:44:46
897322,"Hilll, Schultz and Braun",LK-02338,Shirt,20,37.46,749.20,2013-12-15 21:27:53
211786,"Altenwerth, Stokes and Paucek",RU-25060,Shirt,13,64.87,843.31,2014-06-25 07:38:43
406764,"VonRueden, Ritchie and Reilly",AE-95093,Shoes,14,50.48,706.72,2014-05-17 03:38:57
370320,Hansen Inc,AE-95093,Shoes,6,94.32,565.92,2014-09-25 03:08:10
989350,Lang Ltd,ZC-07383,Shirt,17,18.68,317.56,2014-08-06 07:05:58
936362,Goodwin Group,HX-24728,Belt,12,71.76,861.12,2014-07-30 02:08:07
510820,Fritsch Group,LK-02338,Shirt,20,37.25,745.00,2014-05-05 20:34:18
004450,Beier-Bosco,FT-50146,Shirt,13,73.24,952.12,2013-10-15 13:03:17
767440,"Bahringer, Okuneva and Legros",XX-25746,Belt,19,44.64,848.16,2013-12-26 20:08:13
849296,"Lakin, Welch and Bahringer",ZC-07383,Shirt,7,57.71,403.97,2014-09-23 03:51:42
117149,"Koepp, Witting and Collier",FT-50146,Shirt,14,89.22,1249.08,2013-12-16 02:41:48
088948,Schulist-Stokes,FT-50146,Shirt,6,68.64,411.84,2014-02-04 04:11:54
821542,Heaney-Hilll,GS-95639,Shoes,14,69.96,979.44,2013-10-29 04:38:47
304649,"Kutch, Sauer and Block",GS-95639,Shoes,13,37.91,492.83,2013-11-19 02:27:59
626759,"Stracke, Lemke and Gutkowski",HX-24728,Belt,19,35.53,675.07,2014-02-24 05:47:37
186272,Kuhn Inc,AE-95093,Shoes,2,51.94,103.88,2014-08-14 19:13:31
385821,Block-Sporer,IC-59308,Shoes,16,72.23,1155.68,2014-05-04 21:47:29
602985,"Raynor, Bartell and Jakubowski",HX-24728,Belt,12,83.38,1000.56,2014-05-09 17:21:33
088092,"Spinka, Morissette and Schinner",QS-76400,Shirt,19,11.10,210.90,2014-08-04 13:12:58
727064,"Bashirian, Beier and Watsica",LK-02338,Shirt,15,91.25,1368.75,2014-09-06 07:42:48
192300,"Wiza, Schneider and Parker",HX-24728,Belt,16,89.84,1437.44,2014-08-23 19:09:22
549959,Bartoletti-Schiller,QS-76400,Shirt,17,11.20,190.40,2013-11-17 05:51:45
294664,"Roob, Barton and Kozey",FT-50146,Shirt,13,32.31,420.03,2014-03-28 13:05:30
582127,Mann-Schmitt,ZC-07383,Shirt,3,44.93,134.79,2014-05-26 01:57:51
729939,Breitenberg-Hoppe,LK-02338,Shirt,5,13.73,68.65,2014-07-27 11:01:12
809391,"Murphy, Pfannerstill and Mann",GS-95639,Shoes,20,39.29,785.80,2014-07-11 08:26:48
444226,"O'Conner, Hegmann and Harris",IC-59308,Shoes,16,46.75,748.00,2014-08-16 13:08:57
549959,Bartoletti-Schiller,RU-25060,Shirt,4,60.19,240.76,2014-04-12 14:30:50
457328,"Mante, Emmerich and Hirthe",FT-50146,Shirt,10,29.92,299.20,2014-08-26 04:20:57
892834,"Bode, Greenholt and Lang",XX-25746,Belt,7,14.43,101.01,2014-08-10 00:15:06
767440,"Bahringer, Okuneva and Legros",ZC-07383,Shirt,8,87.78,702.24,2014-05-14 12:01:30
137198,"VonRueden, Wiza and Balistreri",ZC-07383,Shirt,7,48.36,338.52,2014-08-24 19:21:17
513751,Huel Ltd,IC-59308,Shoes,19,63.14,1199.66,2014-06-09 19:48:55
163875,"McDermott, Gerlach and Bechtelar",XX-25746,Belt,3,62.56,187.68,2014-06-11 05:54:31
874075,Howe Group,QS-76400,Shirt,15,16.96,254.40,2014-04-07 04:11:52
082858,Maggio-Feest,GS-95639,Shoes,1,16.98,16.98,2013-12-01 23:28:12
307063,"Moen, Bernier and Kuhlman",RU-25060,Shirt,10,78.02,780.20,2013-10-20 11:16:53
566221,Batz Ltd,RU-25060,Shirt,11,24.75,272.25,2013-10-14 16:05:43
479110,Kilback-Hettinger,GS-95639,Shoes,17,43.03,731.51,2014-04-19 06:04:36
104311,"Emard, King and Hammes",ZC-07383,Shirt,16,27.98,447.68,2014-04-22 11:58:45
113288,Kuphal-Treutel,LK-02338,Shirt,11,18.46,203.06,2013-12-01 14:36:45
617298,Spencer and Sons,QS-76400,Shirt,18,55.82,1004.76,2013-11-24 04:30:49
534393,Heathcote-Schaden,FT-50146,Shirt,17,52.48,892.16,2013-12-22 17:02:37
881909,Ratke-Mitchell,HX-24728,Belt,4,52.44,209.76,2013-10-13 02:17:59
402109,"Legros, Dare and Denesik",IC-59308,Shoes,11,54.16,595.76,2014-02-21 20:59:45
192686,Walter Inc,IC-59308,Shoes,20,15.50,310.00,2014-08-24 16:17:18
094413,Watsica-Shanahan,QS-76400,Shirt,12,88.83,1065.96,2013-11-18 06:30:15
355459,Rosenbaum Ltd,XX-25746,Belt,8,96.71,773.68,2014-04-30 07:36:56
137335,Jacobi Group,ZC-07383,Shirt,3,78.20,234.60,2013-11-23 01:39:14
304389,Dickinson-McGlynn,FT-50146,Shirt,17,29.40,499.80,2014-08-20 23:06:32
950739,Ward LLC,ZC-07383,Shirt,3,82.71,248.13,2013-12-29 11:36:39
292165,Luettgen PLC,HX-24728,Belt,10,95.32,953.20,2014-01-06 15:04:35
314575,"Mraz, Romaguera and Schiller",XX-25746,Belt,10,11.61,116.10,2014-04-10 09:32:38
433327,Zulauf-Will,IC-59308,Shoes,20,62.34,1246.80,2014-06-07 21:09:16
038289,D'Amore PLC,GS-95639,Shoes,9,95.93,863.37,2014-07-06 11:12:10
372790,Wyman-Hills,FT-50146,Shirt,14,17.25,241.50,2013-10-24 11:10:18
369229,Bartell-Kulas,ZC-07383,Shirt,4,32.92,131.68,2014-02-13 04:56:25
485087,Willms Group,LK-02338,Shirt,7,35.80,250.60,2014-03-29 11:29:02
729279,Hintz-Wilkinson,QS-76400,Shirt,7,17.19,120.33,2014-05-29 09:07:25
218356,Bergnaum-Green,ZC-07383,Shirt,15,74.04,1110.60,2014-08-12 02:11:18
911360,"Fisher, Wuckert and Smitham",GS-95639,Shoes,13,14.35,186.55,2014-02-14 18:54:41
578306,Friesen-Yost,LK-02338,Shirt,20,57.89,1157.80,2013-10-21 13:26:32
989253,Jacobson-Rohan,QS-76400,Shirt,3,85.92,257.76,2014-01-14 07:36:11
751711,"Roberts, Carter and Homenick",AE-95093,Shoes,4,22.80,91.20,2014-04-17 07:33:05
622744,Nader Group,GS-95639,Shoes,11,20.74,228.14,2013-12-29 09:55:55
166245,Dietrich LLC,QS-76400,Shirt,20,93.93,1878.60,2014-05-03 19:47:19
090421,Kshlerin Inc,IC-59308,Shoes,6,95.97,575.82,2013-11-17 15:01:56
659158,Swift-Okuneva,HX-24728,Belt,12,26.47,317.64,2014-02-04 13:32:51
865754,"Nader, Funk and Dooley",IC-59308,Shoes,4,89.80,359.20,2014-01-10 14:21:58
516157,Kuhn-Crist,HX-24728,Belt,2,53.66,107.32,2013-11-20 08:41:19
379241,Williamson PLC,RU-25060,Shirt,10,86.84,868.40,2014-03-01 06:36:48
597068,Spencer-Watsica,ZC-07383,Shirt,18,90.60,1630.80,2014-01-30 01:27:13
618390,"Purdy, Fay and Bechtelar",LK-02338,Shirt,7,59.57,416.99,2014-04-16 13:09:42
078536,"Effertz, Stroman and Stroman",IC-59308,Shoes,6,87.92,527.52,2013-11-28 09:43:31
527078,Kuvalis-Roberts,GS-95639,Shoes,13,23.20,301.60,2013-11-10 06:50:36
399553,Ortiz-Jenkins,IC-59308,Shoes,1,60.78,60.78,2014-07-15 05:09:47
084372,Mitchell Ltd,IC-59308,Shoes,16,45.95,735.20,2013-12-28 16:53:32
642109,Baumbach Group,RU-25060,Shirt,10,13.35,133.50,2014-01-14 14:50:04
190186,"Barton, Hermiston and McGlynn",ZC-07383,Shirt,5,21.45,107.25,2014-09-21 02:49:42
282942,Schinner Group,ZC-07383,Shirt,3,86.57,259.71,2014-04-03 18:50:51
624633,"Emmerich, Torp and Carter",ZC-07383,Shirt,20,26.10,522.00,2014-02-25 09:34:21
399401,"Schneider, Kreiger and Hahn",XX-25746,Belt,3,81.02,243.06,2013-12-26 23:54:50
480392,Batz Inc,FT-50146,Shirt,17,62.94,1069.98,2014-09-22 22:36:41
173693,Halvorson PLC,LK-02338,Shirt,12,44.89,538.68,2014-03-04 18:07:48
527078,Kuvalis-Roberts,XX-25746,Belt,19,42.06,799.14,2014-03-16 17:50:20
473322,Schuppe-Frami,QS-76400,Shirt,10,30.80,308.00,2014-08-19 15:16:52
469033,"Pfeffer, Rice and Blick",IC-59308,Shoes,4,49.97,199.88,2014-08-11 20:09:08
910803,Kling Inc,LK-02338,Shirt,20,64.95,1299.00,2013-10-26 10:34:23
050180,Legros-Larson,XX-25746,Belt,17,91.37,1553.29,2014-09-01 12:18:52
954888,"Douglas, Monahan and Beier",XX-25746,Belt,19,83.99,1595.81,2014-02-27 04:19:18
438999,Kozey Ltd,AE-95093,Shoes,7,12.21,85.47,2014-01-23 22:06:10
294215,Sipes-Beier,LK-02338,Shirt,14,55.69,779.66,2014-03-23 07:16:07
551913,Goyette Group,ZC-07383,Shirt,18,56.62,1019.16,2014-01-22 08:35:02
104535,Kling and Sons,GS-95639,Shoes,20,19.24,384.80,2014-02-08 01:04:31
012788,Hintz Ltd,AE-95093,Shoes,20,84.61,1692.20,2013-10-04 00:18:33
435433,Morissette-Heathcote,FT-50146,Shirt,19,11.23,213.37,2014-07-04 01:46:22
837097,"Kihn, Emard and Goldner",LK-02338,Shirt,11,48.61,534.71,2014-06-03 01:20:30
957458,Tromp Ltd,ZC-07383,Shirt,8,93.75,750.00,2014-09-16 21:53:48
643569,Hahn-Mante,IC-59308,Shoes,19,58.73,1115.87,2013-12-15 18:39:17
788202,"Hahn, Beahan and Heidenreich",RU-25060,Shirt,2,66.82,133.64,2014-05-25 04:03:00
784213,Okuneva and Sons,FT-50146,Shirt,12,62.79,753.48,2014-04-17 00:12:02
036173,Stehr PLC,FT-50146,Shirt,13,84.14,1093.82,2014-05-01 12:28:29
357988,Dietrich-Krajcik,AE-95093,Shoes,5,46.70,233.50,2014-09-21 16:45:49
386739,"Schmidt, Crona and Kilback",HX-24728,Belt,7,90.84,635.88,2014-04-21 20:10:30
926359,Herman Ltd,ZC-07383,Shirt,15,15.17,227.55,2014-04-22 12:26:23
441354,"Kreiger, Johnson and Conn",ZC-07383,Shirt,10,19.28,192.80,2014-05-27 04:01:47
837097,"Kihn, Emard and Goldner",ZC-07383,Shirt,7,52.42,366.94,2014-06-23 12:17:12
173693,Halvorson PLC,AE-95093,Shoes,6,17.70,106.20,2014-04-03 14:43:36
023156,Kuhn and Sons,XX-25746,Belt,11,40.36,443.96,2013-11-15 20:01:28
261065,Mosciski-White,QS-76400,Shirt,1,81.80,81.80,2014-05-06 14:54:39
153048,"Kirlin, Jenkins and Crooks",AE-95093,Shoes,17,67.42,1146.14,2014-06-11 15:25:55
065514,Dicki Ltd,GS-95639,Shoes,18,55.80,1004.40,2014-06-10 09:37:40
351680,"Sanford, Mitchell and Nienow",QS-76400,Shirt,15,56.99,854.85,2014-03-29 03:53:53
111287,"Yundt, Lesch and Smith",AE-95093,Shoes,1,25.60,25.60,2013-11-04 11:54:23
650916,McLaughlin PLC,IC-59308,Shoes,9,70.31,632.79,2014-01-19 09:35:22
789781,"Pfeffer, Spinka and Hilll",FT-50146,Shirt,15,31.88,478.20,2014-06-02 06:53:39
995788,Feil and Sons,FT-50146,Shirt,8,67.64,541.12,2014-04-16 11:16:43
455768,Sawayn-Treutel,GS-95639,Shoes,5,30.22,151.10,2013-10-01 14:08:34
826437,Halvorson and Sons,AE-95093,Shoes,9,66.09,594.81,2013-11-10 20:02:13
706364,Conn-Schumm,XX-25746,Belt,7,82.65,578.55,2014-07-10 11:22:24
860172,Abshire LLC,GS-95639,Shoes,2,45.17,90.34,2013-10-27 09:48:10
304798,Jerde-Schinner,AE-95093,Shoes,19,64.86,1232.34,2014-01-22 23:58:19
485656,"Cremin, Bayer and Abernathy",RU-25060,Shirt,9,77.31,695.79,2013-11-20 02:54:02
319932,Brakus-Lockman,QS-76400,Shirt,11,93.95,1033.45,2014-08-19 12:22:24
166100,Bruen-Batz,AE-95093,Shoes,20,75.69,1513.80,2014-05-08 21:38:10
897322,"Hilll, Schultz and Braun",ZC-07383,Shirt,13,59.73,776.49,2014-05-15 14:38:35
976357,"Durgan, Larkin and Stark",AE-95093,Shoes,10,10.82,108.20,2014-03-20 11:32:35
378288,Cronin PLC,XX-25746,Belt,16,73.91,1182.56,2014-01-16 04:16:01
112088,Schoen-Sawayn,RU-25060,Shirt,10,10.67,106.70,2014-06-01 04:45:51
018941,"Lemke, Green and Barrows",FT-50146,Shirt,13,39.78,517.14,2014-05-05 03:40:02
406764,"VonRueden, Ritchie and Reilly",IC-59308,Shoes,18,49.93,898.74,2013-10-28 10:28:31
648900,Lind-Spencer,XX-25746,Belt,2,96.89,193.78,2014-09-26 11:07:00
954905,Heaney and Sons,XX-25746,Belt,10,13.57,135.70,2013-11-15 18:16:21
788245,"Sipes, Stehr and Pacocha",XX-25746,Belt,12,44.17,530.04,2014-08-07 23:44:41
401524,Rolfson PLC,IC-59308,Shoes,8,43.75,350.00,2014-07-07 10:14:02
805448,Konopelski-Adams,GS-95639,Shoes,12,24.08,288.96,2014-07-24 12:46:17
811740,"Walker, Botsford and Price",RU-25060,Shirt,1,60.14,60.14,2014-05-21 14:02:58
404045,Stark-Swaniawski,ZC-07383,Shirt,3,43.91,131.73,2014-08-13 09:00:40
210440,Reynolds Inc,LK-02338,Shirt,20,23.96,479.20,2014-06-06 06:45:38
679536,"Schuppe, Zulauf and Romaguera",FT-50146,Shirt,15,44.01,660.15,2014-03-12 20:18:24
667866,Bradtke LLC,QS-76400,Shirt,12,81.02,972.24,2014-02-20 14:22:36
784608,Smith-Hauck,QS-76400,Shirt,11,83.58,919.38,2013-11-26 05:10:44
